SA2_MAINCODE_2016,SA2_NAME_2016,POA_CODE_2016,POA_NAME_2016,RATIO,PERCENTAGE
121031408,Lindfield - Roseville,2070,2070,0.5759696,57.5969554
121031408,Lindfield - Roseville,2071,2071,0.00298,0.2980043
121031409,Pymble,2073,2073,1,99.9999999
121031410,St Ives,2075,2075,1,100
121031411,Turramurra,2074,2074,1,100
121031412,Wahroonga (East) - Warrawee,2074,2074,0.1679091,16.7909065
121031412,Wahroonga (East) - Warrawee,2076,2076,0.8320909,83.2090935
121041413,Cremorne - Cammeray,2062,2062,0.2795485,27.9548516
121041413,Cremorne - Cammeray,2089,2089,0.0045681,0.4568131
121041413,Cremorne - Cammeray,2090,2090,0.7158834,71.5883353
121041414,Crows Nest - Waverton,2060,2060,0.1820296,18.2029603
121041414,Crows Nest - Waverton,2062,2062,0.0891879,8.91879
121041414,Crows Nest - Waverton,2065,2065,0.7287825,72.8782497
121041415,Mosman,2088,2088,1,100
121041416,Neutral Bay - Kirribilli,2060,2060,0.1207889,12.0788872
121041416,Neutral Bay - Kirribilli,2061,2061,0.2125817,21.2581697
121041416,Neutral Bay - Kirribilli,2089,2089,0.6616012,66.160121
121041416,Neutral Bay - Kirribilli,2090,2090,0.0050282,0.5028221
121041417,North Sydney - Lavender Bay,2060,2060,0.7991572,79.9157244
121041417,North Sydney - Lavender Bay,2061,2061,0.2008428,20.0842756
122011418,Balgowlah - Clontarf - Seaforth,2092,2092,0.3527753,35.2775305
122011418,Balgowlah - Clontarf - Seaforth,2093,2093,0.6472247,64.7224695
122011419,Manly - Fairlight,2094,2094,0.2705888,27.0588768
122011419,Manly - Fairlight,2095,2095,0.7294112,72.9411232
122021420,Avalon - Palm Beach,2107,2107,0.8734852,87.3485178
122021420,Avalon - Palm Beach,2108,2108,0.1265148,12.6514822
122021421,Bayview - Elanora Heights,2084,2084,0.0003258,0.0325841
122021421,Bayview - Elanora Heights,2101,2101,0.4852208,48.5220771
122021421,Bayview - Elanora Heights,2103,2103,0.0113578,1.1357827
122021421,Bayview - Elanora Heights,2104,2104,0.3229531,32.2953095
122021421,Bayview - Elanora Heights,2105,2105,0.1726016,17.260161
122021421,Bayview - Elanora Heights,2108,2108,0.0075409,0.7540856
122021422,Newport - Bilgola,2106,2106,0.704266,70.4265993
122021422,Newport - Bilgola,2107,2107,0.295734,29.5734007
122021423,Warriewood - Mona Vale,2101,2101,0.2460048,24.6004827
122021423,Warriewood - Mona Vale,2102,2102,0.3107559,31.0755931
122021423,Warriewood - Mona Vale,2103,2103,0.4368635,43.6863471
122021423,Warriewood - Mona Vale,2104,2104,0.0063758,0.6375772
122031424,Beacon Hill - Narraweena,2099,2099,0.4667002,46.6700201
122031424,Beacon Hill - Narraweena,2100,2100,0.5332998,53.3299799
122031425,Cromer,2099,2099,0.9955906,99.5590646
122031425,Cromer,2100,2100,0.0044094,0.4409354
122031426,Dee Why - North Curl Curl,2099,2099,1,100
122031427,Forestville - Killarney Heights,2087,2087,1,100
122031428,Frenchs Forest - Belrose,2085,2085,0.4616885,46.1688512
122031428,Frenchs Forest - Belrose,2086,2086,0.5316244,53.1624381
122031428,Frenchs Forest - Belrose,2100,2100,0.0066871,0.6687107
122031429,Freshwater - Brookvale,2096,2096,0.6991862,69.9186214
122031429,Freshwater - Brookvale,2100,2100,0.3008138,30.0813784
122031430,Manly Vale - Allambie Heights,2086,2086,0.001716,0.1715969
122031430,Manly Vale - Allambie Heights,2093,2093,0.5840237,58.4023672
122031430,Manly Vale - Allambie Heights,2100,2100,0.4142604,41.4260359
122031431,Narrabeen - Collaroy,2097,2097,0.6265721,62.6572076
122031431,Narrabeen - Collaroy,2099,2099,0.0413173,4.1317279
122031431,Narrabeen - Collaroy,2101,2101,0.3321106,33.2110644
122031432,Terrey Hills - Duffys Forest,2084,2084,0.9906567,99.0656747
122031432,Terrey Hills - Duffys Forest,2101,2101,0.0093433,0.9343253
123011433,Camden - Ellis Lane,2570,2570,1,100
123011434,Elderslie - Harrington Park,2567,2567,0.6811987,68.119866
123011434,Elderslie - Harrington Park,2570,2570,0.3188013,31.880134
123011435,Mount Annan - Currans Hill,2557,2557,0.0016448,0.1644792
123011435,Mount Annan - Currans Hill,2567,2567,0.8474541,84.745409
123011435,Mount Annan - Currans Hill,2570,2570,0.1509011,15.0901118
123021436,Bradbury - Wedderburn,2560,2560,1,100
123021437,Campbelltown - Woodbine,2560,2560,1,100
123021438,Claymore - Eagle Vale - Raby,2557,2557,0.0077481,0.7748136
123021438,Claymore - Eagle Vale - Raby,2558,2558,0.5451158,54.5115758
123021438,Claymore - Eagle Vale - Raby,2559,2559,0.1498137,14.9813655
123021438,Claymore - Eagle Vale - Raby,2566,2566,0.2973225,29.7322451
123021439,Holsworthy Military Area,2173,2173,1,100
123021440,Ingleburn - Denham Court,2565,2565,1,99.9999998
123021441,Leumeah - Minto Heights,2560,2560,0.9770032,97.7003159
123021441,Leumeah - Minto Heights,2566,2566,0.0229968,2.2996841
123021442,Macquarie Fields - Glenfield,2167,2167,0.4087259,40.8725925
123021442,Macquarie Fields - Glenfield,2564,2564,0.5912741,59.1274075
123021443,Minto - St Andrews,2566,2566,1,100
123021444,Rosemeadow - Glen Alpine,2560,2560,0.9855399,98.5539867
123021444,Rosemeadow - Glen Alpine,2563,2563,0.0144601,1.4460133
123031445,Bargo,2574,2574,1,100
123031446,Douglas Park - Appin,2560,2560,0.2739755,27.3975522
123031446,Douglas Park - Appin,2568,2568,0.1188891,11.888913
123031446,Douglas Park - Appin,2569,2569,0.1417724,14.1772399
123031446,Douglas Park - Appin,2570,2570,0.0319326,3.1932615
123031446,Douglas Park - Appin,2571,2571,0.4334303,43.3430333
123031447,Picton - Tahmoor - Buxton,2571,2571,0.4317532,43.1753248
123031447,Picton - Tahmoor - Buxton,2572,2572,0.2670319,26.7031903
123031447,Picton - Tahmoor - Buxton,2573,2573,0.3012148,30.1214849
123031448,The Oaks - Oakdale,2570,2570,1,99.9999999
124011449,Blackheath - Megalong Valley,2785,2785,0.8087627,80.8762658
124011449,Blackheath - Megalong Valley,2786,2786,0.1912373,19.1237342
124011450,Blaxland - Warrimoo - Lapstone,2773,2773,0.3172701,31.7270133
124011450,Blaxland - Warrimoo - Lapstone,2774,2774,0.6827299,68.2729867
124011451,Blue Mountains - North,2758,2758,0.9999877,99.9987692
124011452,Katoomba - Leura,2780,2780,1,99.9999998
124011453,Lawson - Hazelbrook - Linden,2778,2778,0.2169895,21.6989516
124011453,Lawson - Hazelbrook - Linden,2779,2779,0.4402879,44.0287887
124011453,Lawson - Hazelbrook - Linden,2783,2783,0.2323618,23.2361841
124011453,Lawson - Hazelbrook - Linden,2784,2784,0.1103608,11.0360756
124011454,Springwood - Winmalee,2776,2776,0.1858812,18.5881151
124011454,Springwood - Winmalee,2777,2777,0.8141188,81.4118849
124011455,Wentworth Falls,2782,2782,1,100
124021456,Blue Mountains - South,2570,2570,0.0909091,9.0909091
124021456,Blue Mountains - South,2787,2787,0.9090909,90.9090909
124031457,Cambridge Park,2747,2747,1,100
124031458,Castlereagh - Cranebrook,2747,2747,0.2867997,28.6799679
124031458,Castlereagh - Cranebrook,2749,2749,0.7132003,71.3200321
124031459,Emu Plains - Leonay,2750,2750,1,100
124031460,Glenmore Park - Regentville,2745,2745,1,100
124031461,Jamisontown - South Penrith,2750,2750,1,100
124031462,Kingswood - Werrington,2747,2747,1,100
124031463,Mulgoa - Luddenham - Orchard Hills,2555,2555,0.0017816,0.1781597
124031463,Mulgoa - Luddenham - Orchard Hills,2745,2745,0.8004611,80.0461138
124031463,Mulgoa - Luddenham - Orchard Hills,2748,2748,0.1977573,19.7757263
124031464,Penrith,2750,2750,1,100
124031465,Warragamba - Silverdale,2745,2745,0.051993,5.1992999
124031465,Warragamba - Silverdale,2752,2752,0.948007,94.8007001
124041466,Richmond - Clarendon,2753,2753,0.6077836,60.7783551
124041466,Richmond - Clarendon,2754,2754,0.3607494,36.0749433
124041466,Richmond - Clarendon,2755,2755,0.0188802,1.8880209
124041466,Richmond - Clarendon,2756,2756,0.0125868,1.2586807
124041467,Windsor - Bligh Park,2756,2756,1,100
124041468,Yarramundi - Londonderry,2753,2753,0.7095154,70.9515424
124041468,Yarramundi - Londonderry,2765,2765,0.2904846,29.0484576
124051469,Erskine Park,2759,2759,1,100
124051470,St Clair,2759,2759,1,100
124051580,Colyton - Oxley Park,2760,2760,1,100
124051581,St Marys - North St Marys,2760,2760,1,100
125011473,Homebush Bay - Silverwater,2127,2127,0.7749333,77.4933331
125011473,Homebush Bay - Silverwater,2128,2128,0.2232,22.3199996
125011473,Homebush Bay - Silverwater,2141,2141,0.0018667,0.1866673
125011475,Rookwood Cemetery,2141,2141,1,100
125011582,Auburn - Central,2144,2144,1,100
125011583,Auburn - North,2144,2144,1,100
125011584,Auburn - South,2144,2144,1,100
125011585,Berala,2141,2141,0.9873233,98.7323311
125011585,Berala,2144,2144,0.0126767,1.2676689
125011586,Lidcombe,2141,2141,0.986132,98.6131961
125011586,Lidcombe,2144,2144,0.013868,1.3868039
125011587,Regents Park,2141,2141,0.0281718,2.8171803
125011587,Regents Park,2143,2143,0.9718282,97.1828197
125021476,Carlingford,2118,2118,0.8731967,87.319674
125021476,Carlingford,2119,2119,0.0949563,9.4956343
125021476,Carlingford,2121,2121,0.0318469,3.1846917
125021477,Ermington - Rydalmere,2114,2114,0.0001867,0.0186711
125021477,Ermington - Rydalmere,2115,2115,0.5015403,50.1540262
125021477,Ermington - Rydalmere,2116,2116,0.3092794,30.9279366
125021477,Ermington - Rydalmere,2117,2117,0.184326,18.4325998
125021477,Ermington - Rydalmere,2150,2150,0.0046677,0.4667663
125021478,Oatlands - Dundas Valley,2117,2117,0.9756428,97.5642778
125021478,Oatlands - Dundas Valley,2118,2118,0.0243572,2.4357222
125031479,Chester Hill - Sefton,2162,2162,0.9691639,96.9163936
125031479,Chester Hill - Sefton,2163,2163,0.0252986,2.5298606
125031479,Chester Hill - Sefton,2197,2197,0.0055375,0.5537458
125031480,Fairfield - East,2161,2161,0.2751275,27.5127531
125031480,Fairfield - East,2163,2163,0.3604028,36.0402771
125031480,Fairfield - East,2165,2165,0.3644697,36.4469698
125031481,Granville - Clyde,2142,2142,0.6094763,60.9476262
125031481,Granville - Clyde,2160,2160,0.3862993,38.6299268
125031481,Granville - Clyde,2161,2161,0.0042245,0.422447
125031482,Greystanes - Pemulwuy,2145,2145,1,100
125031483,Guildford - South Granville,2142,2142,0.2676932,26.7693216
125031483,Guildford - South Granville,2160,2160,0.0085597,0.8559684
125031483,Guildford - South Granville,2161,2161,0.6893171,68.9317092
125031483,Guildford - South Granville,2162,2162,0.03443,3.4430008
125031484,Guildford West - Merrylands West,2160,2160,0.3165651,31.6565128
125031484,Guildford West - Merrylands West,2161,2161,0.6102736,61.027356
125031484,Guildford West - Merrylands West,2164,2164,0.0731613,7.3161312
125031485,Merrylands - Holroyd,2142,2142,0.0450141,4.5014073
125031485,Merrylands - Holroyd,2145,2145,0.2114817,21.1481734
125031485,Merrylands - Holroyd,2160,2160,0.7435042,74.3504193
125031486,Smithfield Industrial,2164,2164,1,100
125031487,Yennora Industrial,2161,2161,1,100
125041489,North Parramatta,2150,2150,0.4013054,40.1305443
125041489,North Parramatta,2151,2151,0.5986946,59.8694556
125041490,North Rocks,2151,2151,1,100
125041491,Northmead,2145,2145,0.4503951,45.0395136
125041491,Northmead,2151,2151,0.0044671,0.4467133
125041491,Northmead,2152,2152,0.4519661,45.1966132
125041491,Northmead,2153,2153,0.0931716,9.3171599
125041492,Parramatta - Rosehill,2142,2142,0.2305535,23.0553468
125041492,Parramatta - Rosehill,2150,2150,0.7694465,76.9446531
125041493,Toongabbie - Constitution Hill,2145,2145,0.4267449,42.6744902
125041493,Toongabbie - Constitution Hill,2146,2146,0.4826645,48.2664549
125041493,Toongabbie - Constitution Hill,2152,2152,0.0905905,9.0590549
125041494,Winston Hills,2153,2153,1,100
125041588,Pendle Hill - Girraween,2145,2145,0.9911291,99.1129095
125041588,Pendle Hill - Girraween,2146,2146,0.0088709,0.8870905
125041589,Wentworthville - Westmead,2145,2145,1,99.9999996
126011495,Epping - North Epping,2121,2121,1,100
126011496,Pennant Hills - Cheltenham,2119,2119,0.4421682,44.2168246
126011496,Pennant Hills - Cheltenham,2120,2120,0.3756995,37.5699494
126011496,Pennant Hills - Cheltenham,2125,2125,0.1821323,18.213226
126021497,Eastwood - Denistone,2112,2112,0.0900444,9.0044369
126021497,Eastwood - Denistone,2114,2114,0.1868431,18.6843065
126021497,Eastwood - Denistone,2121,2121,0.0097918,0.9791787
126021497,Eastwood - Denistone,2122,2122,0.7133208,71.3320779
126021498,Gladesville - Huntleys Point,2111,2111,1,99.9999999
126021499,Hunters Hill - Woolwich,2110,2110,1,100
126021500,Macquarie Park - Marsfield,2109,2109,0.1422783,14.2278338
126021500,Macquarie Park - Marsfield,2112,2112,0.0049728,0.4972833
126021500,Macquarie Park - Marsfield,2113,2113,0.2419651,24.1965113
126021500,Macquarie Park - Marsfield,2122,2122,0.6107837,61.0783716
126021501,North Ryde - East Ryde,2113,2113,1,100
126021503,West Ryde - Meadowbank,2114,2114,1,100
126021590,Putney,2112,2112,1,100
126021591,Ryde,2112,2112,0.9700557,97.0055697
126021591,Ryde,2113,2113,0.0299443,2.9944303
127011504,Ashcroft - Busby - Miller,2168,2168,1,100
127011505,Austral - Greendale,2171,2171,0.0003361,0.0336135
127011505,Austral - Greendale,2178,2178,0.1872269,18.7226908
127011505,Austral - Greendale,2179,2179,0.3389355,33.8935524
127011505,Austral - Greendale,2555,2555,0.0211765,2.1176486
127011505,Austral - Greendale,2556,2556,0.2196079,21.9607855
127011505,Austral - Greendale,2557,2557,0.1941737,19.4173666
127011505,Austral - Greendale,2745,2745,0.0385434,3.8543427
127011506,Cobbitty - Leppington,2179,2179,0.1963065,19.6306469
127011506,Cobbitty - Leppington,2556,2556,0.0297146,2.9714607
127011506,Cobbitty - Leppington,2557,2557,0.3929493,39.2949313
127011506,Cobbitty - Leppington,2570,2570,0.3810296,38.1029611
127011592,Badgerys Creek,2555,2555,0.3620687,36.2068746
127011592,Badgerys Creek,2745,2745,0.6379313,63.7931254
127011593,Cecil Hills,2171,2171,1,100
127011594,Green Valley,2168,2168,1,100
127011595,Hinchinbrook,2168,2168,0.7934685,79.3468518
127011595,Hinchinbrook,2171,2171,0.2065315,20.6531482
127011596,Hoxton Park - Carnes Hill - Horningsea Park,2168,2168,0.1268708,12.687081
127011596,Hoxton Park - Carnes Hill - Horningsea Park,2171,2171,0.8731292,87.312919
127011597,West Hoxton - Middleton Grange,2171,2171,1,100
127021509,Bonnyrigg Heights - Bonnyrigg,2177,2177,1,100
127021510,Bossley Park - Abbotsbury,2176,2176,1,100
127021511,Cabramatta - Lansvale,2166,2166,1,100
127021512,Cabramatta West - Mount Pritchard,2166,2166,0.4208658,42.0865811
127021512,Cabramatta West - Mount Pritchard,2170,2170,0.5791342,57.9134189
127021513,Canley Vale - Canley Heights,2166,2166,1,100
127021514,Edensor Park,2176,2176,1,100
127021515,Fairfield,2165,2165,1,99.9999999
127021516,Fairfield - West,2165,2165,1,100
127021517,Greenfield Park - Prairiewood,2176,2176,1,100
127021518,Horsley Park - Kemps Creek,2164,2164,0.0027045,0.2704523
127021518,Horsley Park - Kemps Creek,2175,2175,0.4140185,41.4018463
127021518,Horsley Park - Kemps Creek,2178,2178,0.583277,58.3277014
127021519,Smithfield - Wetherill Park,2164,2164,1,100
127021520,St Johns Park - Wakeley,2176,2176,1,99.9999999
127021521,Wetherill Park Industrial,2164,2164,1,100
127031522,Casula,2170,2170,1,100
127031523,Chipping Norton - Moorebank,2170,2170,1,100
127031524,Holsworthy - Wattle Grove,2170,2170,0.1684063,16.8406316
127031524,Holsworthy - Wattle Grove,2172,2172,0.135015,13.5014996
127031524,Holsworthy - Wattle Grove,2173,2173,0.6965787,69.6578688
127031598,Liverpool,2170,2170,1,100
127031599,Lurnea - Cartwright,2168,2168,0.2022944,20.2294362
127031599,Lurnea - Cartwright,2170,2170,0.7977056,79.7705638
127031600,Prestons - Edmondson Park,2170,2170,0.8711019,87.1101943
127031600,Prestons - Edmondson Park,2171,2171,0.000171,0.0171028
127031600,Prestons - Edmondson Park,2174,2174,0.128727,12.8727029
127031601,Warwick Farm,2170,2170,1,100
128011529,Gymea - Grays Point,2227,2227,0.8187862,81.8786181
128011529,Gymea - Grays Point,2228,2228,0.005559,0.5559049
128011529,Gymea - Grays Point,2232,2232,0.1756548,17.565477
128011530,Miranda - Yowie Bay,2227,2227,0.0038449,0.3844882
128011530,Miranda - Yowie Bay,2228,2228,0.9959903,99.5990336
128011530,Miranda - Yowie Bay,2229,2229,0.0001648,0.0164781
128011531,Sylvania - Taren Point,2224,2224,0.8915094,89.1509421
128011531,Sylvania - Taren Point,2229,2229,0.1084906,10.8490579
128011602,Caringbah,2228,2228,0.0088707,0.8870706
128011602,Caringbah,2229,2229,0.9911293,99.1129294
128011603,Caringbah South,2229,2229,1,100
128011604,Cronulla - Kurnell - Bundeena,2230,2230,0.9030925,90.3092499
128011604,Cronulla - Kurnell - Bundeena,2231,2231,0.0969075,9.6907501
128011605,Lilli Pilli - Port Hacking - Dolans Bay,2229,2229,1,100
128011606,Woolaware - Burraneer,2229,2229,0.0145863,1.4586285
128011606,Woolaware - Burraneer,2230,2230,0.9854137,98.5413715
128021533,Heathcote - Waterfall,2233,2233,1,100
128021534,Illawong - Alfords Point,2234,2234,1,100
128021535,Menai - Lucas Heights - Woronora,2232,2232,0.0433384,4.3338352
128021535,Menai - Lucas Heights - Woronora,2234,2234,0.9566616,95.6661648
128021536,Oyster Bay - Como - Jannali,2225,2225,0.2554224,25.5422445
128021536,Oyster Bay - Como - Jannali,2226,2226,0.5824218,58.2421764
128021536,Oyster Bay - Como - Jannali,2232,2232,0.1621558,16.2155792
128021537,Royal National Park,2233,2233,0.9999996,99.9999583
128021538,Sutherland - Kirrawee,2226,2226,0.0055585,0.5558474
128021538,Sutherland - Kirrawee,2227,2227,0.0121232,1.2123248
128021538,Sutherland - Kirrawee,2232,2232,0.9823183,98.2318278
128021607,Engadine,2233,2233,1,100
128021608,Loftus - Yarrawarrah,2232,2232,0.5724927,57.2492723
128021608,Loftus - Yarrawarrah,2233,2233,0.4275073,42.7507277
128021609,Woronora Heights,2232,2232,0.215965,21.5965018
128021609,Woronora Heights,2233,2233,0.784035,78.4034982
201011001,Alfredton,3350,3350,0.8794593,87.9459344
201011001,Alfredton,3352,3352,0.1205407,12.0540656
201011002,Ballarat,3350,3350,0.8535274,85.3527442
201011002,Ballarat,3355,3355,0.1464726,14.6472558
201011003,Ballarat - North,3350,3350,0.9302295,93.0229539
201011003,Ballarat - North,3352,3352,0.0697705,6.9770461
201011004,Ballarat - South,3350,3350,0.5858681,58.5868147
201011004,Ballarat - South,3352,3352,0.0005365,0.0536546
201011004,Ballarat - South,3356,3356,0.4135953,41.3595307
201011005,Buninyong,3350,3350,0.4179458,41.7945839
201011005,Buninyong,3352,3352,0.0650293,6.5029334
201011005,Buninyong,3357,3357,0.5170248,51.7024826
201011006,Delacombe,3351,3351,0.0434352,4.3435212
201011006,Delacombe,3352,3352,0.0664968,6.6496839
201011006,Delacombe,3356,3356,0.8900679,89.0067949
201011007,Smythes Creek,3351,3351,0.9365443,93.6544338
201011007,Smythes Creek,3352,3352,0.0634557,6.3455662
201011008,Wendouree - Miners Rest,3352,3352,0.2314321,23.1432091
201011008,Wendouree - Miners Rest,3355,3355,0.7685679,76.8567909
201021009,Bacchus Marsh Region,3340,3340,0.1155487,11.5548747
201021009,Bacchus Marsh Region,3341,3341,0.2532856,25.3285558
201021009,Bacchus Marsh Region,3342,3342,0.5729647,57.296469
201021009,Bacchus Marsh Region,3458,3458,0.058201,5.8201004
201021010,Creswick - Clunes,3352,3352,0.1417262,14.1726244
201021010,Creswick - Clunes,3363,3363,0.4396068,43.9606751
201021010,Creswick - Clunes,3364,3364,0.1912666,19.1266606
201021010,Creswick - Clunes,3370,3370,0.2244637,22.446373
201021010,Creswick - Clunes,3371,3371,0.0029367,0.293667
201021011,Daylesford,3363,3363,0.00235,0.2350045
201021011,Daylesford,3364,3364,0.0583035,5.8303495
201021011,Daylesford,3444,3444,0.0114145,1.1414503
201021011,Daylesford,3446,3446,0.0210385,2.1038494
201021011,Daylesford,3447,3447,0.0004476,0.0447627
201021011,Daylesford,3451,3451,0.0049239,0.4923907
201021011,Daylesford,3458,3458,0.1667413,16.6741269
201021011,Daylesford,3460,3460,0.2876007,28.7600687
201021011,Daylesford,3461,3461,0.44718,44.7179972
201021012,Gordon (Vic.),3334,3334,0.0992556,9.9255588
201021012,Gordon (Vic.),3342,3342,0.0097483,0.974832
201021012,Gordon (Vic.),3345,3345,0.2025878,20.2587767
201021012,Gordon (Vic.),3352,3352,0.6752924,67.5292406
201021012,Gordon (Vic.),3364,3364,0.0074442,0.7444169
201021012,Gordon (Vic.),3461,3461,0.0056718,0.5671751
201031013,Avoca,3352,3352,0.1807156,18.0715589
201031013,Avoca,3371,3371,0.0557914,5.5791397
201031013,Avoca,3377,3377,0.0306246,3.0624624
201031013,Avoca,3384,3384,0.0758035,7.5803522
201031013,Avoca,3465,3465,0.046695,4.6694969
201031013,Avoca,3467,3467,0.3605215,36.0521489
201031013,Avoca,3468,3468,0.0764099,7.6409947
201031013,Avoca,3469,3469,0.0739842,7.3984238
201031013,Avoca,3477,3477,0.0218314,2.1831419
201031013,Avoca,3478,3478,0.0776228,7.7622807
201031014,Beaufort,3351,3351,0.2606602,26.0660216
201031014,Beaufort,3352,3352,0.1701055,17.0105483
201031014,Beaufort,3360,3360,0.0071068,0.710683
201031014,Beaufort,3361,3361,0.0263641,2.6364061
201031014,Beaufort,3373,3373,0.5158184,51.5818421
201031014,Beaufort,3375,3375,0.0034388,0.3438792
201031014,Beaufort,3468,3468,0.0096286,0.9628614
201031014,Beaufort,3469,3469,0.0068776,0.6877582
201031015,Golden Plains - North,3351,3351,0.5289367,52.8936715
201031015,Golden Plains - North,3352,3352,0.3077613,30.7761329
201031015,Golden Plains - North,3360,3360,0.163302,16.3301954
201031016,Maryborough (Vic.),3465,3465,1,100
201031017,Maryborough Region,3370,3370,0.0036067,0.3606683
201031017,Maryborough Region,3371,3371,0.1482536,14.8253621
201031017,Maryborough Region,3464,3464,0.2099469,20.9946856
201031017,Maryborough Region,3465,3465,0.3160591,31.6059145
201031017,Maryborough Region,3472,3472,0.275057,27.5056983
201031017,Maryborough Region,3475,3475,0.0461276,4.6127582
201031017,Maryborough Region,3551,3551,0.0009491,0.094913
202011018,Bendigo,3550,3550,1,100
202011019,California Gully - Eaglehawk,3556,3556,1,100
202011020,East Bendigo - Kennington,3550,3550,1,100
202011021,Flora Hill - Spring Gully,3550,3550,1,100
202011022,Kangaroo Flat - Golden Square,3555,3555,1,100
202011023,Maiden Gully,3551,3551,0.9819501,98.1950138
202011023,Maiden Gully,3556,3556,0.0180499,1.8049862
202011024,Strathfieldsaye,3551,3551,1,99.9999998
202011025,White Hills - Ascot,3550,3550,0.2618299,26.182994
202011025,White Hills - Ascot,3551,3551,0.7381701,73.817006
202021026,Bendigo Region - South,3453,3453,0.0608127,6.0812692
202021026,Bendigo Region - South,3515,3515,0.2667687,26.6768707
202021026,Bendigo Region - South,3516,3516,0.0173949,1.7394934
202021026,Bendigo Region - South,3551,3551,0.6550237,65.5023667
202021027,Castlemaine,3450,3450,0.645615,64.5615036
202021027,Castlemaine,3451,3451,0.354385,35.4384964
202021028,Castlemaine Region,3364,3364,0.0119034,1.1903366
202021028,Castlemaine Region,3444,3444,0.0476134,4.7613436
202021028,Castlemaine Region,3446,3446,0.000825,0.0824985
202021028,Castlemaine Region,3447,3447,0.0538598,5.3859751
202021028,Castlemaine Region,3448,3448,0.1037124,10.3712431
202021028,Castlemaine Region,3451,3451,0.2169711,21.6971141
202021028,Castlemaine Region,3453,3453,0.1500295,15.0029456
202021028,Castlemaine Region,3461,3461,0.0122569,1.2256923
202021028,Castlemaine Region,3462,3462,0.139069,13.9068996
202021028,Castlemaine Region,3463,3463,0.2637595,26.3759515
202021029,Heathcote,3444,3444,0.0295556,2.9555555
202021029,Heathcote,3523,3523,0.7808889,78.0888902
202021029,Heathcote,3551,3551,0.1895555,18.9555544
202021030,Kyneton,3442,3442,0.0339826,3.3982586
202021030,Kyneton,3444,3444,0.874741,87.4740994
202021030,Kyneton,3446,3446,0.0860961,8.6096146
202021030,Kyneton,3458,3458,0.0051803,0.5180273
202021031,Woodend,3442,3442,0.9889695,98.8969525
202021031,Woodend,3458,3458,0.0110305,1.1030475
202031032,Bendigo Region - North,3551,3551,0.226311,22.6310986
202031032,Bendigo Region - North,3556,3556,0.2355106,23.55106
202031032,Bendigo Region - North,3557,3557,0.1658234,16.5823393
202031032,Bendigo Region - North,3558,3558,0.1879024,18.790239
202031032,Bendigo Region - North,3559,3559,0.0098896,0.9889604
202031032,Bendigo Region - North,3570,3570,0.1711132,17.1113163
202031032,Bendigo Region - North,3571,3571,0.0034499,0.3449864
202031033,Loddon,3463,3463,0.0317282,3.1728203
202031033,Loddon,3472,3472,0.0058964,0.5896391
202031033,Loddon,3475,3475,0.0099677,0.9967711
202031033,Loddon,3477,3477,0.0009827,0.0982732
202031033,Loddon,3515,3515,0.0029482,0.2948196
202031033,Loddon,3516,3516,0.0791801,7.9180123
202031033,Loddon,3517,3517,0.199635,19.9634953
202031033,Loddon,3518,3518,0.1877018,18.770184
202031033,Loddon,3520,3520,0.0247087,2.4708689
202031033,Loddon,3525,3525,0.0130563,1.3056307
202031033,Loddon,3537,3537,0.1471291,14.7129074
202031033,Loddon,3551,3551,0.0738453,7.3845292
202031033,Loddon,3567,3567,0.0011231,0.1123122
202031033,Loddon,3570,3570,0.0018251,0.1825075
202031033,Loddon,3571,3571,0.0425383,4.2538252
202031033,Loddon,3572,3572,0.0092658,0.9265759
202031033,Loddon,3573,3573,0.0372034,3.7203422
202031033,Loddon,3575,3575,0.1152604,11.5260362
202031033,Loddon,3576,3576,0.0112312,1.1231222
202031033,Loddon,3579,3579,0.0047733,0.4773273
203011034,Bannockburn,3213,3213,0.1093458,10.9345779
203011034,Bannockburn,3218,3218,0.0330218,3.3021803
203011034,Bannockburn,3331,3331,0.8576324,85.7632417
203011035,Golden Plains - South,3213,3213,0.0090657,0.9065656
203011035,Golden Plains - South,3321,3321,0.2104109,21.0410889
203011035,Golden Plains - South,3322,3322,0.0029244,0.2924405
203011035,Golden Plains - South,3328,3328,0.2512063,25.1206318
203011035,Golden Plains - South,3329,3329,0.0403568,4.035678
203011035,Golden Plains - South,3330,3330,0.0315836,3.1583574
203011035,Golden Plains - South,3331,3331,0.0716479,7.1647916
203011035,Golden Plains - South,3332,3332,0.1484134,14.8413418
203011035,Golden Plains - South,3333,3333,0.1200468,12.0046804
203011035,Golden Plains - South,3342,3342,0.0016084,0.1608427
203011035,Golden Plains - South,3351,3351,0.0040942,0.4094166
203011035,Golden Plains - South,3352,3352,0.1086416,10.8641647
203011036,Winchelsea,3217,3217,0.0729711,7.2971089
203011036,Winchelsea,3221,3221,0.0879484,8.7948442
203011036,Winchelsea,3235,3235,0.0611285,6.1128527
203011036,Winchelsea,3240,3240,0.3517937,35.1793749
203011036,Winchelsea,3241,3241,0.4110067,41.100668
203011036,Winchelsea,3242,3242,0.0040056,0.4005573
203011036,Winchelsea,3321,3321,0.0111459,1.1145941
203021037,Belmont,3216,3216,1,100
203021038,Corio - Norlane,3213,3213,0.0900152,9.0015236
203021038,Corio - Norlane,3214,3214,0.9099848,90.9984764
203021039,Geelong,3219,3219,0.5129537,51.2953684
203021039,Geelong,3220,3220,0.4870463,48.7046316
